Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Zhongli	1.89	5.1	121.221667	24.953278	May-20	
Zhushan	1.69	6.5	120.677306	23.756389	May-20	
Yonghe	0.67	2.1	121.516306	25.017	May-20	
Fuxing	1.68	6.7	120.312017	22.608711	May-20	
Puli	1.98	5.6	120.967903	23.968842	May-20	
Matsu	1.71	6.2	119.9314938	26.15188416	May-20	
Kinmen	1.14	7.5	118.312256	24.432133	May-20	
Magong	1.24	2.4	119.566158	23.569031	May-20	
Guanshan	1.24	3.2	121.161933	23.045083	May-20	
Mailiao	2.08	7.4	120.251825	23.753506	May-20	
FugueiCape	2.17	6.2	121.5365689	25.29681695	May-20	
Dacheng	2.13	6.5	120.2696417	23.85493056	May-20	
Keelung	2.05	6.7	121.760056	25.129167	Jun-20	
Xizhi	1.68	5.6	121.64081	25.06624	Jun-20	
Wanli	1.8	8	121.689881	25.179667	Jun-20	
Xindian	2.19	5.4	121.537778	24.977222	Jun-20	
Tucheng	2.77	7.1	121.451861	24.982528	Jun-20	
Banqiao	1.83	7.4	121.458667	25.012972	Jun-20	
Xinzhuang	1.48	5.8	121.4325	25.037972	Jun-20	
Cailiao	2.07	5.8	121.481028	25.06895	Jun-20	
Linkou	2.55	8.1	121.3654898	25.07798949	Jun-20	
Tamsui	2.63	7.3	121.449239	25.1645	Jun-20	
Shilin	2.17	8.7	121.5166636	25.10334003	Jun-20	
Zhongshan	1.82	7.6	121.526528	25.062361	Jun-20	
Wanhua	2.85	8.96	121.507972	25.046503	Jun-20	
Guting	2.05	5.4	121.529556	25.020608	Jun-20	
Songshan	1.73	5.1	121.578611	25.05	Jun-20	
Datong	3.31	27.5	121.5134207	25.06331455	Jun-20	
Taoyuan	2.49	8.6	121.3050053	24.9947107	Jun-20	
Dayuan	2.14	10.5	121.2025147	25.06100357	Jun-20	
Guanyin	1.99	5.8	121.0828309	25.03556747	Jun-20	
Pingzhen	0.71	3.7	121.203986	24.952786	Jun-20	
Longtan	2.32	10.1	121.2164577	24.86400048	Jun-20	
Hukou	3.29	11.6	121.0388689	24.90009696	Jun-20	
Zhudong	2.5	5.9	121.0889549	24.74091408	Jun-20	
Hsinchu	2.32	10.5	120.9723675	24.8056356	Jun-20	
Toufen	2.64	6.3	120.8986929	24.69690679	Jun-20	
Miaoli	2.27	5.9	120.8201147	24.56499183	Jun-20	
Sanyi	2.13	5.7	120.7595675	24.38248443	Jun-20	
Fengyuan	2.38	5.4	120.7425241	24.25699731	Jun-20	
Shalu	1.77	29.7	120.568794	24.225628	Jun-20	
Dali	2.18	6	120.6784444	24.09961111	Jun-20	
Zhongming	2.09	5.8	120.641092	24.151958	Jun-20	
Xitun	2.5	11.5	120.616917	24.162197	Jun-20	
Changhua	1.67	13.6	120.541519	24.066	Jun-20	
Xianxi	1.98	8.2	120.469061	24.131672	Jun-20	
Erlin	2.92	7	120.409653	23.925175	Jun-20	
Nantou	1.98	9.5	120.685306	23.913	Jun-20	
Douliu	2.09	17.9	120.544994	23.711853	Jun-20	
Lunbei	2.04	5.5	120.348742	23.757547	Jun-20	
Xingang	1.99	5.9	120.345531	23.554839	Jun-20	
Puzi	1.79	4.6	120.2478	23.46538	Jun-20	
Taixi	2.01	18.7	120.1993333	23.702175	Jun-20	
Chiayi	2.98	20.1	120.4412515	23.46477865	Jun-20	
Xinying	3.12	7.1	120.31725	23.305633	Jun-20	
Shanhua			120.2974053	23.11337642	Jun-20	
Annan	1.69	4.5	120.2175	23.048197	Jun-20	
Tainan	2	6.8	120.22085	22.99123	Jun-20	
Meinong	1.84	5.4	120.530542	22.883583	Jun-20	
Qiaotou	1.79	5.3	120.305689	22.757506	Jun-20	
Renwu	1.3	4.6	120.332631	22.689056	Jun-20	
Fengshan	1.81	12.8	120.357422	22.628126	Jun-20	
Daliao	2.24	7.1	120.425311	22.56413611	Jun-20	
Linyuan	1.67	6.3	120.41175	22.4795	Jun-20	
Nanzi	1.77	6.1	120.328289	22.733667	Jun-20	
Zuoying	1.89	4.3	120.292917	22.674861	Jun-20	
Qianjin	2.43	7.2	120.2867611	22.63390278	Jun-20	
Qianzhen	2.83	18.6	120.3083336	22.6044507	Jun-20	
Xiaogang	1.36	4.6	120.337736	22.565833	Jun-20	
Pingtung	2.09	14.9	120.488033	22.673081	Jun-20	
Chaozhou	2.05	9.25	120.561175	22.523108	Jun-20	
Hengchun	1.95	8	120.788928	21.958069	Jun-20	
Taitung	2.61	8.1	121.15045	22.755358	Jun-20	
Hualien	2.98	15	121.599769	23.971306	Jun-20	
Yangming	2.15	28.4	121.529583	25.182722	Jun-20	
Yilan	2.59	13.9	121.746394	24.747917	Jun-20	
Dongshan	3.62	12.4	121.792928	24.632203	Jun-20	
Sanchong	2.36	21	121.493806	25.072611	Jun-20	
Zhongli	1.96	9.2	121.221667	24.953278	Jun-20	
Zhushan	1.56	6.8	120.677306	23.756389	Jun-20	
Yonghe	0.72	2.8	121.516306	25.017	Jun-20	
Fuxing	1.72	6.5	120.312017	22.608711	Jun-20	
Puli	2.09	5.6	120.967903	23.968842	Jun-20	
Matsu	1.61	6.6	119.9314938	26.15188416	Jun-20	
Kinmen	1.18	6.7	118.312256	24.432133	Jun-20	
Magong	1.09	3.4	119.566158	23.569031	Jun-20	
Guanshan	1.11	3.7	121.161933	23.045083	Jun-20	
Mailiao	1.98	4.6	120.251825	23.753506	Jun-20	
FugueiCape	2.59	13.4	121.5365689	25.29681695	Jun-20	
Dacheng	2.12	4.4	120.2696417	23.85493056	Jun-20	
Keelung	1.73	8.4	121.760056	25.129167	Jul-20	
Xizhi	1.64	6.9	121.64081	25.06624	Jul-20	
Wanli	2.05	9.7	121.689881	25.179667	Jul-20	
Xindian	2.33	5.3	121.537778	24.977222	Jul-20	
Tucheng	2.6	6.5	121.451861	24.982528	Jul-20	
Banqiao	2.04	7.5	121.458667	25.012972	Jul-20	
Xinzhuang	1.82	5	121.4325	25.037972	Jul-20	
Cailiao	2.06	5.5	121.481028	25.06895	Jul-20	
Linkou	2.72	14.8	121.3654898	25.07798949	Jul-20	
Tamsui	2.24	8.4	121.449239	25.1645	Jul-20	
Shilin	2.03	8.1	121.5166636	25.10334003	Jul-20	
Zhongshan	2.24	5.5	121.526528	25.062361	Jul-20	
Wanhua	2.7	10.05	121.507972	25.046503	Jul-20	
Guting	1.94	7.3	121.529556	25.020608	Jul-20	
Songshan	2.04	5.5	121.578611	25.05	Jul-20	
Datong	3.38	24.9	121.5134207	25.06331455	Jul-20	
Taoyuan	2.41	7.3	121.3050053	24.9947107	Jul-20	
Dayuan	2.04	12.6	121.2025147	25.06100357	Jul-20	
Guanyin	1.97	5.1	121.0828309	25.03556747	Jul-20	
Pingzhen	0.69	4.3	121.203986	24.952786	Jul-20	
Longtan	2.76	11.4	121.2164577	24.86400048	Jul-20	
Hukou	3.89	48.8	121.0388689	24.90009696	Jul-20	
Zhudong	2.44	4.8	121.0889549	24.74091408	Jul-20	
Hsinchu	2.61	11.3	120.9723675	24.8056356	Jul-20	
Toufen	2.6	27.3	120.8986929	24.69690679	Jul-20	
Miaoli	2.53	8	120.8201147	24.56499183	Jul-20	
Sanyi	2.08	6.9	120.7595675	24.38248443	Jul-20	
Fengyuan	2.13	16.5	120.7425241	24.25699731	Jul-20	
Shalu	1.59	8.2	120.568794	24.225628	Jul-20	
Dali	1.95	5.9	120.6784444	24.09961111	Jul-20	
Zhongming	1.93	7.5	120.641092	24.151958	Jul-20	
Xitun	1.92	9	120.616917	24.162197	Jul-20	
Changhua	1.61	5.1	120.541519	24.066	Jul-20	
Xianxi	2.11	18.1	120.469061	24.131672	Jul-20	
Erlin	2.78	10.7	120.409653	23.925175	Jul-20	
Nantou	1.88	13.5	120.685306	23.913	Jul-20	
Douliu	1.66	16.6	120.544994	23.711853	Jul-20	
Lunbei	2	9.7	120.348742	23.757547	Jul-20	
Xingang	1.79	4.5	120.345531	23.554839	Jul-20	
Puzi	1.79	3.5	120.2478	23.46538	Jul-20	
Taixi	2.4	15.9	120.1993333	23.702175	Jul-20	
Chiayi	2.73	14.9	120.4412515	23.46477865	Jul-20	
Xinying	3.16	10.9	120.31725	23.305633	Jul-20	
Shanhua			120.2974053	23.11337642	Jul-20	
Annan	2.25	6.2	120.2175	23.048197	Jul-20	
Tainan	2.19	10.1	120.22085	22.99123	Jul-20	
Meinong	1.79	5.6	120.530542	22.883583	Jul-20	
Qiaotou	1.94	10.7	120.305689	22.757506	Jul-20	
Renwu	1.34	4.4	120.332631	22.689056	Jul-20	
Fengshan	1.68	7.7	120.357422	22.628126	Jul-20	
Daliao	2.26	6.9	120.425311	22.56413611	Jul-20	
Linyuan	2	17	120.41175	22.4795	Jul-20	
Nanzi	1.96	5.7	120.328289	22.733667	Jul-20	
Zuoying	2.16	7	120.292917	22.674861	Jul-20	
Qianjin	2.05	10.3	120.2867611	22.63390278	Jul-20	
Qianzhen	2.86	17	120.3083336	22.6044507	Jul-20	
Xiaogang	1.35	6.8	120.337736	22.565833	Jul-20	
Pingtung	2.26	15.5	120.488033	22.673081	Jul-20	
Chaozhou	1.95	7.35	120.561175	22.523108	Jul-20	
Hengchun	2.11	13.1	120.788928	21.958069	Jul-20	
Taitung	2.59	12.3	121.15045	22.755358	Jul-20	
Hualien	2.83	12.8	121.599769	23.971306	Jul-20	
Yangming	2.37	23.8	121.529583	25.182722	Jul-20	
Yilan	3.13	25.1	121.746394	24.747917	Jul-20	
Dongshan	3.57	12	121.792928	24.632203	Jul-20	
Sanchong	2.46	17.3	121.493806	25.072611	Jul-20	
Zhongli	2.05	16.4	121.221667	24.953278	Jul-20	
Zhushan	1.74	12.4	120.677306	23.756389	Jul-20	
Yonghe	0.75	2.6	121.516306	25.017	Jul-20	
Fuxing	1.68	10.1	120.312017	22.608711	Jul-20	
Puli	2.04	5.3	120.967903	23.968842	Jul-20	
Matsu	1.93	5.9	119.9314938	26.15188416	Jul-20	
Kinmen	1.17	6.1	118.312256	24.432133	Jul-20	
Magong	1.53	3.3	119.566158	23.569031	Jul-20	
Guanshan	1.24	4	121.161933	23.045083	Jul-20	
Mailiao	1.69	3.7	120.251825	23.753506	Jul-20	
FugueiCape	2.74	10.4	121.5365689	25.29681695	Jul-20	
Dacheng	2.03	5.1	120.2696417	23.85493056	Jul-20	
Keelung	1.85	10.5	121.760056	25.129167	Aug-20	
Xizhi	1.57	5.2	121.64081	25.06624	Aug-20	
Wanli	2.12	11.9	121.689881	25.179667	Aug-20	
Xindian	2.34	11.9	121.537778	24.977222	Aug-20	
Tucheng	2.74	9.4	121.451861	24.982528	Aug-20	
Banqiao	2.17	9	121.458667	25.012972	Aug-20	
Xinzhuang	1.97	8.6	121.4325	25.037972	Aug-20	
Cailiao	2.24	8.5	121.481028	25.06895	Aug-20	
Linkou	2.98	9.4	121.3654898	25.07798949	Aug-20	
Tamsui	2.21	9.1	121.449239	25.1645	Aug-20	
Shilin	2.69	13.7	121.5166636	25.10334003	Aug-20	
Zhongshan	2.03	5.5	121.526528	25.062361	Aug-20	
Wanhua	3.24	11.96	121.507972	25.046503	Aug-20	
Guting	2.37	6.8	121.529556	25.020608	Aug-20	
Songshan	2.02	6.4	121.578611	25.05	Aug-20	
Datong	3.29	31	121.5134207	25.06331455	Aug-20	
Taoyuan	1.95	6.9	121.3050053	24.9947107	Aug-20	
Dayuan	2.08	12	121.2025147	25.06100357	Aug-20	
Guanyin	1.92	4.9	121.0828309	25.03556747	Aug-20	
Pingzhen	0.44	2.8	121.203986	24.952786	Aug-20	
Longtan	2.98	9.8	121.2164577	24.86400048	Aug-20	
Hukou	4.69	32	121.0388689	24.90009696	Aug-20	
Zhudong	2.6	6.4	121.0889549	24.74091408	Aug-20	
Hsinchu	3.23	11	120.9723675	24.8056356	Aug-20	
Toufen	3.01	12.9	120.8986929	24.69690679	Aug-20	
Miaoli	2.79	9.4	120.8201147	24.56499183	Aug-20	
Sanyi	1.96	5.2	120.7595675	24.38248443	Aug-20	
Fengyuan	2.19	8.3	120.7425241	24.25699731	Aug-20	
Shalu	1.58	8.8	120.568794	24.225628	Aug-20	
Dali	2.02	5.7	120.6784444	24.09961111	Aug-20	
Zhongming	2.27	17.4	120.641092	24.151958	Aug-20	
Xitun	1.95	7.1	120.616917	24.162197	Aug-20	
Changhua	2.14	5.7	120.541519	24.066	Aug-20	
Xianxi	2.33	12.6	120.469061	24.131672	Aug-20	
Erlin	3.04	10.1	120.409653	23.925175	Aug-20	
Nantou	2.06	12.1	120.685306	23.913	Aug-20	
Douliu	1.82	15.6	120.544994	23.711853	Aug-20	
Lunbei	1.52	7.8	120.348742	23.757547	Aug-20	
Xingang	2.03	8.4	120.345531	23.554839	Aug-20	
Puzi	1.94	5.5	120.2478	23.46538	Aug-20	
Taixi	3.52	29.3	120.1993333	23.702175	Aug-20	
Chiayi	3.04	17.5	120.4412515	23.46477865	Aug-20	
Xinying	5.2	13.2	120.31725	23.305633	Aug-20	
Shanhua			120.2974053	23.11337642	Aug-20	
Annan	2.84	8.5	120.2175	23.048197	Aug-20	
Tainan	2.89	13.2	120.22085	22.99123	Aug-20	
Meinong	2.77	8	120.530542	22.883583	Aug-20	
Qiaotou	2.61	12.7	120.305689	22.757506	Aug-20	
Renwu	2.25	17.7	120.332631	22.689056	Aug-20	
Fengshan	2.17	18.8	120.357422	22.628126	Aug-20	
Daliao	2.81	8.7	120.425311	22.56413611	Aug-20	
Linyuan	2.33	6.4	120.41175	22.4795	Aug-20	
Nanzi	2.7	7.4	120.328289	22.733667	Aug-20	
Zuoying	2.64	6.6	120.292917	22.674861	Aug-20	
Qianjin	3.05	10.7	120.2867611	22.63390278	Aug-20	
Qianzhen	2.93	12.1	120.3083336	22.6044507	Aug-20	
Xiaogang	1.7	4.9	120.337736	22.565833	Aug-20	
Pingtung	2.78	8.4	120.488033	22.673081	Aug-20	
Chaozhou	2.49	8.8	120.561175	22.523108	Aug-20	
Hengchun	2.05	6.5	120.788928	21.958069	Aug-20	
Taitung	2.89	9.4	121.15045	22.755358	Aug-20	
Hualien	3.22	17.2	121.599769	23.971306	Aug-20	
Yangming	2.83	20.6	121.529583	25.182722	Aug-20	
Yilan	2.83	16.6	121.746394	24.747917	Aug-20	
Dongshan	3.51	11	121.792928	24.632203	Aug-20	
Sanchong	2.79	13.4	121.493806	25.072611	Aug-20	
Zhongli	2.74	12.7	121.221667	24.953278	Aug-20	
Zhushan	2.13	7.5	120.677306	23.756389	Aug-20	
Yonghe	0.89	3.2	121.516306	25.017	Aug-20	
Fuxing	1.78	10.5	120.312017	22.608711	Aug-20	
Puli	2.19	6	120.967903	23.968842	Aug-20	
Matsu	1.77	5.8	119.9314938	26.15188416	Aug-20	
Kinmen	1.26	3.5	118.312256	24.432133	Aug-20	
Magong	2.31	4.3	119.566158	23.569031	Aug-20	
Guanshan	1.46	3.7	121.161933	23.045083	Aug-20	
Mailiao	1.38	4.1	120.251825	23.753506	Aug-20	
FugueiCape	2.73	10.7	121.5365689	25.29681695	Aug-20	
Dacheng	2.11	6.2	120.2696417	23.85493056	Aug-20	
Keelung	1.35	2.6	121.760056	25.129167	Sep-20	
Xizhi	1.1	3.6	121.64081	25.06624	Sep-20	
Wanli	1.81	4.2	121.689881	25.179667	Sep-20	
Xindian	1.74	5.7	121.537778	24.977222	Sep-20	
Tucheng	2.03	5.2	121.451861	24.982528	Sep-20	
Banqiao	1.71	3.9	121.458667	25.012972	Sep-20	
Xinzhuang	1.56	3.3	121.4325	25.037972	Sep-20	
Cailiao	2	4.2	121.481028	25.06895	Sep-20	
Linkou	2.19	4.8	121.3654898	25.07798949	Sep-20	
Tamsui	1.61	4	121.449239	25.1645	Sep-20	
Shilin	1.96	10	121.5166636	25.10334003	Sep-20	
Zhongshan	1.88	5.1	121.526528	25.062361	Sep-20	
Wanhua	1.46	5.74	121.507972	25.046503	Sep-20	
Guting	1.63	3.4	121.529556	25.020608	Sep-20	
Songshan	1.7	3.8	121.578611	25.05	Sep-20	
Datong	2.19	5.1	121.5134207	25.06331455	Sep-20	
Taoyuan	1.94	8.1	121.3050053	24.9947107	Sep-20	
Dayuan	1.46	4.9	121.2025147	25.06100357	Sep-20	
Guanyin	1.44	3.9	121.0828309	25.03556747	Sep-20	
Pingzhen	0.23	3.4	121.203986	24.952786	Sep-20	
Longtan	3.54	15	121.2164577	24.86400048	Sep-20	
Hukou	3.43	21.6	121.0388689	24.90009696	Sep-20	
Zhudong	2.11	4.7	121.0889549	24.74091408	Sep-20	
Hsinchu	2.65	8.6	120.9723675	24.8056356	Sep-20	
Toufen	2.52	8.5	120.8986929	24.69690679	Sep-20	
Miaoli	2.35	10.4	120.8201147	24.56499183	Sep-20	
Sanyi		4.3	120.7595675	24.38248443	Sep-20	
Fengyuan	1.85	4.5	120.7425241	24.25699731	Sep-20	
Shalu		7.8	120.568794	24.225628	Sep-20	
Dali	1.97	6.1	120.6784444	24.09961111	Sep-20	
Zhongming	2.16	8.8	120.641092	24.151958	Sep-20	
Xitun	1.67	4.2	120.616917	24.162197	Sep-20	
Changhua	1.42	4.3	120.541519	24.066	Sep-20	
Xianxi	2.09	6.3	120.469061	24.131672	Sep-20	
Erlin	2.93	8.3	120.409653	23.925175	Sep-20	
Nantou	1.89	6.3	120.685306	23.913	Sep-20	
Douliu	1.3	6.7	120.544994	23.711853	Sep-20	
Lunbei	1.22	5.5	120.348742	23.757547	Sep-20	
Xingang	1.86	7.8	120.345531	23.554839	Sep-20	
Puzi	1.87	4.9	120.2478	23.46538	Sep-20	
Taixi	3.56	21.3	120.1993333	23.702175	Sep-20	
Chiayi	2.13	18.1	120.4412515	23.46477865	Sep-20	
Xinying	5.24	17.7	120.31725	23.305633	Sep-20	
Shanhua			120.2974053	23.11337642	Sep-20	
Annan	3.01	7.4	120.2175	23.048197	Sep-20	
Tainan	2.68	11.9	120.22085	22.99123	Sep-20	
Meinong	2.62	8.2	120.530542	22.883583	Sep-20	
Qiaotou	2.67	11.2	120.305689	22.757506	Sep-20	
Renwu	2.84	13.7	120.332631	22.689056	Sep-20	
Fengshan	1.98	6.8	120.357422	22.628126	Sep-20	
Daliao	2.74	8	120.425311	22.56413611	Sep-20	
Linyuan	2.32	6.7	120.41175	22.4795	Sep-20	
Nanzi	2.64	7.5	120.328289	22.733667	Sep-20	
Zuoying	2.67	7.5	120.292917	22.674861	Sep-20	
Qianjin	2.74	11.1	120.2867611	22.63390278	Sep-20	
Qianzhen	3.1	9.9	120.3083336	22.6044507	Sep-20	
Xiaogang	1.78	5.9	120.337736	22.565833	Sep-20	
Pingtung	3.01	14.7	120.488033	22.673081	Sep-20	
Chaozhou	2.68	6.2	120.561175	22.523108	Sep-20	
Hengchun	2.4	9.2	120.788928	21.958069	Sep-20	
Taitung	3.17	11.7	121.15045	22.755358	Sep-20	
Hualien	3.03	14.3	121.599769	23.971306	Sep-20	
Yangming	2.78	31.5	121.529583	25.182722	Sep-20	
Yilan	3.08	17.5	121.746394	24.747917	Sep-20	
Dongshan	2.99	9.5	121.792928	24.632203	Sep-20	
Sanchong	2.81	9.3	121.493806	25.072611	Sep-20	
Zhongli	3.08	18.5	121.221667	24.953278	Sep-20	
Zhushan	2.43	11.4	120.677306	23.756389	Sep-20	
Yonghe	1.06	1.8	121.516306	25.017	Sep-20	
Fuxing	2.05	9	120.312017	22.608711	Sep-20	
Puli	2.06	7.1	120.967903	23.968842	Sep-20	
Matsu	1.56	4.3	119.9314938	26.15188416	Sep-20	
Kinmen	1.19	4.1	118.312256	24.432133	Sep-20	
Magong	1.2	3.2	119.566158	23.569031	Sep-20	
Guanshan	1.1	2.3	121.161933	23.045083	Sep-20	
Mailiao	1.47	4	120.251825	23.753506	Sep-20	
FugueiCape	2.42	8.4	121.5365689	25.29681695	Sep-20	
Dacheng	1.74	6.6	120.2696417	23.85493056	Sep-20	
Keelung	1.49	7.4	121.760056	25.129167	Oct-20	
Xizhi	1.23	4.6	121.64081	25.06624	Oct-20	
Wanli	1.89	8	121.689881	25.179667	Oct-20	
Xindian	1.92	5.3	121.537778	24.977222	Oct-20	
Tucheng	2.1	7.3	121.451861	24.982528	Oct-20	
Banqiao	1.76	5.2	121.458667	25.012972	Oct-20	
Xinzhuang	1.73	5.7	121.4325	25.037972	Oct-20	
Cailiao	2.19	9.4	121.481028	25.06895	Oct-20	
Linkou	2.27	7.3	121.3654898	25.07798949	Oct-20	
Tamsui	1.03	9.5	121.449239	25.1645	Oct-20	
Shilin	2.2	18.7	121.5166636	25.10334003	Oct-20	
Zhongshan	1.78	5.1	121.526528	25.062361	Oct-20	
Wanhua	1.78	5.05	121.507972	25.046503	Oct-20	
Guting	1.49	7.2	121.529556	25.020608	Oct-20	
Songshan	1.67	8.9	121.578611	25.05	Oct-20	
Datong	2.26	14.7	121.5134207	25.06331455	Oct-20	
Taoyuan	2.06	7.6	121.3050053	24.9947107	Oct-20	
Dayuan	1.6	6.2	121.2025147	25.06100357	Oct-20	
Guanyin	1.55	5.9	121.0828309	25.03556747	Oct-20	
Pingzhen	0.33	2.7	121.203986	24.952786	Oct-20	
Longtan	3.94	15.9	121.2164577	24.86400048	Oct-20	
Hukou	3.6	54.7	121.0388689	24.90009696	Oct-20	
Zhudong	2.14	7.9	121.0889549	24.74091408	Oct-20	
Hsinchu	3.05	13.5	120.9723675	24.8056356	Oct-20	
Toufen	2.3	8.9	120.8986929	24.69690679	Oct-20	
Miaoli	2.31	5.8	120.8201147	24.56499183	Oct-20	
Sanyi		45	120.7595675	24.38248443	Oct-20	
Fengyuan	1.86	15.6	120.7425241	24.25699731	Oct-20	
Shalu	1.57	8.5	120.568794	24.225628	Oct-20	
Dali	1.82	4.6	120.6784444	24.09961111	Oct-20	
Zhongming	2.01	10.6	120.641092	24.151958	Oct-20	
Xitun	1.88	31.6	120.616917	24.162197	Oct-20	
Changhua	1.74	6.5	120.541519	24.066	Oct-20	
Xianxi	2.1	9.5	120.469061	24.131672	Oct-20	
Erlin	2.89	10.3	120.409653	23.925175	Oct-20	
Nantou	1.86	11.5	120.685306	23.913	Oct-20	
Douliu	1.34	11.3	120.544994	23.711853	Oct-20	
Lunbei	1.78	6.7	120.348742	23.757547	Oct-20	
Xingang	2.16	6.9	120.345531	23.554839	Oct-20	
Puzi	1.86	4.5	120.2478	23.46538	Oct-20	
Taixi	2.22	10.4	120.1993333	23.702175	Oct-20	
Chiayi	3.07	14.9	120.4412515	23.46477865	Oct-20	
Xinying	4.16	11.7	120.31725	23.305633	Oct-20	
Shanhua			120.2974053	23.11337642	Oct-20	
Annan	2.9	8.4	120.2175	23.048197	Oct-20	
Tainan	2.37	13.9	120.22085	22.99123	Oct-20	
Meinong	2.37	6.1	120.530542	22.883583	Oct-20	
Qiaotou	2.33	8.9	120.305689	22.757506	Oct-20	
Renwu	3.01	29.3	120.332631	22.689056	Oct-20	
Fengshan	2.11	5.8	120.357422	22.628126	Oct-20	
Daliao	2.74	7.8	120.425311	22.56413611	Oct-20	
Linyuan	2.21	7.1	120.41175	22.4795	Oct-20	
Nanzi	2.63	5.6	120.328289	22.733667	Oct-20	
Zuoying	2.72	7.4	120.292917	22.674861	Oct-20	
Qianjin	2.47	8.9	120.2867611	22.63390278	Oct-20	
Qianzhen	2.84	17.4	120.3083336	22.6044507	Oct-20	
Xiaogang	1.56	3.8	120.337736	22.565833	Oct-20	
Pingtung	2.91	9.4	120.488033	22.673081	Oct-20	
Chaozhou	2.57	6.4	120.561175	22.523108	Oct-20	
Hengchun	2.26	4.9	120.788928	21.958069	Oct-20	
Taitung	2.85	11.1	121.15045	22.755358	Oct-20	
Hualien	2.85	12.4	121.599769	23.971306	Oct-20	
Yangming	2.81	21.3	121.529583	25.182722	Oct-20	
Yilan	4.05	25	121.746394	24.747917	Oct-20	
Dongshan	2.48	6.9	121.792928	24.632203	Oct-20	
Sanchong	2.48	11	121.493806	25.072611	Oct-20	
Zhongli	3.31	22.4	121.221667	24.953278	Oct-20	
Zhushan	2.15	6.9	120.677306	23.756389	Oct-20	
Yonghe	0.77	3.4	121.516306	25.017	Oct-20	
Fuxing	1.99	11.3	120.312017	22.608711	Oct-20	
Puli	1.91	11.9	120.967903	23.968842	Oct-20	
Matsu	1.51	12.9	119.9314938	26.15188416	Oct-20	
Kinmen	1.04	6.2	118.312256	24.432133	Oct-20	
Magong	1.08	2.7	119.566158	23.569031	Oct-20	
Guanshan	1.17	2.5	121.161933	23.045083	Oct-20	
Mailiao	1.68	5.2	120.251825	23.753506	Oct-20	
FugueiCape	2.56	13.1	121.5365689	25.29681695	Oct-20	
Dacheng	1.86	5.8	120.2696417	23.85493056	Oct-20	
Keelung	1.52	5.2	121.760056	25.129167	Nov-20	
Xizhi	1.15	4	121.64081	25.06624	Nov-20	
Wanli	2.02	9	121.689881	25.179667	Nov-20	
Xindian	1.52	6.7	121.537778	24.977222	Nov-20	
Tucheng	2.37	5.8	121.451861	24.982528	Nov-20	
Banqiao	1.82	9.4	121.458667	25.012972	Nov-20	
Xinzhuang	1.57	6.3	121.4325	25.037972	Nov-20	
Cailiao	2.6	8.7	121.481028	25.06895	Nov-20	
Linkou	2.37	6.7	121.3654898	25.07798949	Nov-20	
Tamsui		12	121.449239	25.1645	Nov-20	
Shilin	1.76	5.9	121.5166636	25.10334003	Nov-20	
Zhongshan	1.83	4.4	121.526528	25.062361	Nov-20	
Wanhua	2.26	5.77	121.507972	25.046503	Nov-20	
Guting	1.77	10.8	121.529556	25.020608	Nov-20	
Songshan	1.83	6	121.578611	25.05	Nov-20	
Datong	2.07	14.1	121.5134207	25.06331455	Nov-20	
Taoyuan	1.87	9.1	121.3050053	24.9947107	Nov-20	
Dayuan	1.52	6.8	121.2025147	25.06100357	Nov-20	
Guanyin	1.45	5	121.0828309	25.03556747	Nov-20	
Pingzhen	0.18	3.4	121.203986	24.952786	Nov-20	
Longtan	2.86	8.2	121.2164577	24.86400048	Nov-20	
Hukou	2.84	31.3	121.0388689	24.90009696	Nov-20	
Zhudong	2.8	9.7	121.0889549	24.74091408	Nov-20	
Hsinchu	2.55	7.6	120.9723675	24.8056356	Nov-20	
Toufen	2.1	6	120.8986929	24.69690679	Nov-20	
Miaoli	2.37	7.6	120.8201147	24.56499183	Nov-20	
Sanyi	2.05	11.9	120.7595675	24.38248443	Nov-20	
Fengyuan	1.6	3.9	120.7425241	24.25699731	Nov-20	
Shalu	1.4	4.5	120.568794	24.225628	Nov-20	
Dali	1.69	4.2	120.6784444	24.09961111	Nov-20	
Zhongming	2.43	6.3	120.641092	24.151958	Nov-20	
Xitun	1.64	8.1	120.616917	24.162197	Nov-20	
Changhua	1.48	4.4	120.541519	24.066	Nov-20	
Xianxi	1.83	3.8	120.469061	24.131672	Nov-20	
Erlin	2.46	7.4	120.409653	23.925175	Nov-20	
Nantou	1.52	3	120.685306	23.913	Nov-20	
Douliu	1.17	4.5	120.544994	23.711853	Nov-20	
Lunbei	2.01	5.6	120.348742	23.757547	Nov-20	
Xingang	1.82	4.8	120.345531	23.554839	Nov-20	
Puzi	1.43	4.3	120.2478	23.46538	Nov-20	
Taixi	1.25	5.4	120.1993333	23.702175	Nov-20	
Chiayi	3.33	5.8	120.4412515	23.46477865	Nov-20	
Xinying	2.78	9.9	120.31725	23.305633	Nov-20	
Shanhua			120.2974053	23.11337642	Nov-20	
Annan	2.69	6.9	120.2175	23.048197	Nov-20	
Tainan	1.87	6.4	120.22085	22.99123	Nov-20	
Meinong	2.06	6.5	120.530542	22.883583	Nov-20	
Qiaotou	2.12	6.3	120.305689	22.757506	Nov-20	
Renwu	2.73	23.4	120.332631	22.689056	Nov-20	
Fengshan	2.12	13.6	120.357422	22.628126	Nov-20	
Daliao	2.99	6.4	120.425311	22.56413611	Nov-20	
