Site Name 	SO2 Average 	Maximum	Longitude	Latitude	Months 	
Nantou	1.16	4.2	120.685306	23.913	Dec-21	
Douliu	1.53	3.6	120.544994	23.711853	Dec-21	
Lunbei	1.53	4.1	120.348742	23.757547	Dec-21	
Xingang	1.95	3.7	120.345531	23.554839	Dec-21	
Puzi	1.22	2.4	120.2478	23.46538	Dec-21	
Taixi	2.72	8	120.1993333	23.702175	Dec-21	
Chiayi	1.52	4.9	120.4412515	23.46477865	Dec-21	
Xinying	2.04	8.8	120.31725	23.305633	Dec-21	
Shanhua	1.21	6.7	120.2974053	23.11337642	Dec-21	
Annan	1.71	4.3	120.2175	23.048197	Dec-21	
Tainan	1.83	7.3	120.22085	22.99123	Dec-21	
Meinong	1.89	8.1	120.530542	22.883583	Dec-21	
Qiaotou	1.92	7.3	120.305689	22.757506	Dec-21	
Renwu	2.95	35	120.332631	22.689056	Dec-21	
Fengshan	1.74	6.1	120.357422	22.628126	Dec-21	
Daliao	1.89	7	120.425311	22.56413611	Dec-21	
Linyuan	1.43	4.3	120.41175	22.4795	Dec-21	
Nanzi	1.5	5	120.328289	22.733667	Dec-21	
Zuoying	1.63	4.7	120.292917	22.674861	Dec-21	
Qianjin	2.21	6.2	120.2867611	22.63390278	Dec-21	
Qianzhen	1.58	8.7	120.3083336	22.6044507	Dec-21	
Xiaogang	1.35	3.8	120.337736	22.565833	Dec-21	
Pingtung	2.89	16	120.488033	22.673081	Dec-21	
Chaozhou	1.59	4.4	120.561175	22.523108	Dec-21	
Hengchun	1.9	4	120.788928	21.958069	Dec-21	
Taitung	2.69	5.7	121.15045	22.755358	Dec-21	
Hualien	1.61	7.1	121.599769	23.971306	Dec-21	
Yangming	2.71	18.8	121.529583	25.182722	Dec-21	
Yilan	2.48	11.6	121.746394	24.747917	Dec-21	
Dongshan	1.76	12.1	121.792928	24.632203	Dec-21	
Sanchong	2.26	23.9	121.493806	25.072611	Dec-21	
Zhongli	3.14	34.1	121.221667	24.953278	Dec-21	
Zhushan	1.5	13.6	120.677306	23.756389	Dec-21	
Yonghe	1.14	3.1	121.516306	25.017	Dec-21	
Fuxing	2.03	8.1	120.312017	22.608711	Dec-21	
Puli	1.95	21.1	120.967903	23.968842	Dec-21	
Matsu	0.77	4.3	119.9314938	26.15188416	Dec-21	
Kinmen	0.82	3.5	118.312256	24.432133	Dec-21	
Magong	0.94	2.3	119.566158	23.569031	Dec-21	
Guanshan	1.34	2.2	121.161933	23.045083	Dec-21	
Mailiao	0.75	1.3	120.251825	23.753506	Dec-21	
FugueiCape	2.32	12.6	121.5365689	25.29681695	Dec-21	
Dacheng	1.54	9.3	120.2696417	23.85493056	Dec-21	
Keelung	0.85	13.6	121.760056	25.129167	Jan-22	
Xizhi	0.72	3.8	121.64081	25.06624	Jan-22	
Wanli	0.88	3.4	121.689881	25.179667	Jan-22	
Xindian	0.77	5.1	121.537778	24.977222	Jan-22	
Tucheng	1.15	4.4	121.451861	24.982528	Jan-22	
Banqiao	1.02	4.8	121.458667	25.012972	Jan-22	
Xinzhuang	0.79	3.2	121.4325	25.037972	Jan-22	
Cailiao	1.07	3.2	121.481028	25.06895	Jan-22	
Linkou	1.06	4.2	121.3654898	25.07798949	Jan-22	
Tamsui	0.93	8.9	121.449239	25.1645	Jan-22	
Shilin	1.05	7.4	121.5166636	25.10334003	Jan-22	
Zhongshan	0.81	2.7	121.526528	25.062361	Jan-22	
Wanhua	1.3	3.3	121.507972	25.046503	Jan-22	
Guting	0.72	3.2	121.529556	25.020608	Jan-22	
Songshan	0.88	2.5	121.578611	25.05	Jan-22	
Datong	0.77	3.3	121.5134207	25.06331455	Jan-22	
Taoyuan	0.58	2.9	121.3050053	24.9947107	Jan-22	
Dayuan	0.95	2.7	121.2025147	25.06100357	Jan-22	
Guanyin	0.67	3.3	121.0828309	25.03556747	Jan-22	
Pingzhen	0.35	3.7	121.203986	24.952786	Jan-22	
Longtan	2.03	22.4	121.2164577	24.86400048	Jan-22	
Hukou	1.45	73.4	121.0388689	24.90009696	Jan-22	
Zhudong	0.8	2	121.0889549	24.74091408	Jan-22	
Hsinchu	1.71	6.9	120.9723675	24.8056356	Jan-22	
Toufen	1.13	2.8	120.8986929	24.69690679	Jan-22	
Miaoli	1.1	2.7	120.8201147	24.56499183	Jan-22	
Sanyi	0.95	2.5	120.7595675	24.38248443	Jan-22	
Fengyuan	0.98	3.7	120.7425241	24.25699731	Jan-22	
Shalu	0.64	1.9	120.568794	24.225628	Jan-22	
Dali	1.02	3.1	120.6784444	24.09961111	Jan-22	
Zhongming	1.64	8.9	120.641092	24.151958	Jan-22	
Xitun	1.89	6.4	120.616917	24.162197	Jan-22	
Changhua	1.48	4.8	120.541519	24.066	Jan-22	
Xianxi		6.2	120.469061	24.131672	Jan-22	
Erlin	1.55	9.7	120.409653	23.925175	Jan-22	
Nantou	0.96	6.8	120.685306	23.913	Jan-22	
Douliu	1.34	2.8	120.544994	23.711853	Jan-22	
Lunbei	1.42	4.9	120.348742	23.757547	Jan-22	
Xingang	1.39	3	120.345531	23.554839	Jan-22	
Puzi	1.19	3.5	120.2478	23.46538	Jan-22	
Taixi	2.44	8.3	120.1993333	23.702175	Jan-22	
Chiayi	1.39	9.2	120.4412515	23.46477865	Jan-22	
Xinying	1.54	5.9	120.31725	23.305633	Jan-22	
Shanhua	0.91	4.7	120.2974053	23.11337642	Jan-22	
Annan	1.39	5.1	120.2175	23.048197	Jan-22	
Tainan	1.51	4.9	120.22085	22.99123	Jan-22	
Meinong	1.45	5.3	120.530542	22.883583	Jan-22	
Qiaotou	1.56	4.8	120.305689	22.757506	Jan-22	
Renwu	2.61	26.5	120.332631	22.689056	Jan-22	
Fengshan	1.42	15	120.357422	22.628126	Jan-22	
Daliao	1.17	4.1	120.425311	22.56413611	Jan-22	
Linyuan	0.94	3.5	120.41175	22.4795	Jan-22	
Nanzi	1.38	4.9	120.328289	22.733667	Jan-22	
Zuoying	1.25	5.2	120.292917	22.674861	Jan-22	
Qianjin	1.73	5	120.2867611	22.63390278	Jan-22	
Qianzhen	1.2	5.8	120.3083336	22.6044507	Jan-22	
Xiaogang	1.19	5.9	120.337736	22.565833	Jan-22	
Pingtung	2.37	11.6	120.488033	22.673081	Jan-22	
Chaozhou	1.21	4.2	120.561175	22.523108	Jan-22	
Hengchun	1.61	6.4	120.788928	21.958069	Jan-22	
Taitung	2.34	5.6	121.15045	22.755358	Jan-22	
Hualien	1.33	5.3	121.599769	23.971306	Jan-22	
Yangming	2.3	26.7	121.529583	25.182722	Jan-22	
Yilan	2.55	10.7	121.746394	24.747917	Jan-22	
Dongshan	1.28	6.9	121.792928	24.632203	Jan-22	
Sanchong	1.86	8.6	121.493806	25.072611	Jan-22	
Zhongli	2.85	15.2	121.221667	24.953278	Jan-22	
Zhushan	1.23	6.8	120.677306	23.756389	Jan-22	
Yonghe	1.11	3.7	121.516306	25.017	Jan-22	
Fuxing	1.96	13.3	120.312017	22.608711	Jan-22	
Puli	0.71	3.3	120.967903	23.968842	Jan-22	
Matsu	0.69	4.3	119.9314938	26.15188416	Jan-22	
Kinmen	0.71	2.7	118.312256	24.432133	Jan-22	
Magong	0.96	2.3	119.566158	23.569031	Jan-22	
Guanshan	1.38	5.6	121.161933	23.045083	Jan-22	
Mailiao	0.81	1.5	120.251825	23.753506	Jan-22	
FugueiCape	1.63	5.1	121.5365689	25.29681695	Jan-22	
Dacheng	1.46	7.7	120.2696417	23.85493056	Jan-22	
Keelung	1.15	5.8	121.760056	25.129167	Feb-22	
Xizhi	0.85	5.2	121.64081	25.06624	Feb-22	
Wanli	1.05	5.3	121.689881	25.179667	Feb-22	
Xindian	1.06	10.1	121.537778	24.977222	Feb-22	
Tucheng	1.41	5.6	121.451861	24.982528	Feb-22	
Banqiao	1.28	6.8	121.458667	25.012972	Feb-22	
Xinzhuang	0.94	7.8	121.4325	25.037972	Feb-22	
Cailiao	1.53	11.5	121.481028	25.06895	Feb-22	
Linkou	1.55	11.3	121.3654898	25.07798949	Feb-22	
Tamsui	1.18	4.8	121.449239	25.1645	Feb-22	
Shilin	1.45	12.2	121.5166636	25.10334003	Feb-22	
Zhongshan	1.01	8.6	121.526528	25.062361	Feb-22	
Wanhua	1.51	6.3	121.507972	25.046503	Feb-22	
Guting	1.25	7.2	121.529556	25.020608	Feb-22	
Songshan	0.98	7.2	121.578611	25.05	Feb-22	
Datong	1.1	7.7	121.5134207	25.06331455	Feb-22	
Taoyuan	0.83	7.8	121.3050053	24.9947107	Feb-22	
Dayuan	1.07	5.1	121.2025147	25.06100357	Feb-22	
Guanyin	0.85	4.3	121.0828309	25.03556747	Feb-22	
Pingzhen	0.46	6.5	121.203986	24.952786	Feb-22	
Longtan	2.24	13.8	121.2164577	24.86400048	Feb-22	
Hukou	3.01	28.6	121.0388689	24.90009696	Feb-22	
Zhudong	1.01	3.3	121.0889549	24.74091408	Feb-22	
Hsinchu	2.12	8.4	120.9723675	24.8056356	Feb-22	
Toufen	1.44	4.8	120.8986929	24.69690679	Feb-22	
Miaoli	1.33	6	120.8201147	24.56499183	Feb-22	
Sanyi	1.07	5.3	120.7595675	24.38248443	Feb-22	
Fengyuan	1.15	4.8	120.7425241	24.25699731	Feb-22	
Shalu	0.84	2.2	120.568794	24.225628	Feb-22	
Dali	1.16	3.5	120.6784444	24.09961111	Feb-22	
Zhongming	1.85	6.1	120.641092	24.151958	Feb-22	
Xitun	2.09	5.8	120.616917	24.162197	Feb-22	
Changhua	1.55	5.9	120.541519	24.066	Feb-22	
Xianxi	1.51	8	120.469061	24.131672	Feb-22	
Erlin	1.92	6.4	120.409653	23.925175	Feb-22	
Nantou	1.38	8.5	120.685306	23.913	Feb-22	
Douliu	1.64	13.3	120.544994	23.711853	Feb-22	
Lunbei	1.48	4.6	120.348742	23.757547	Feb-22	
Xingang	2.15	5.6	120.345531	23.554839	Feb-22	
Puzi	1.39	3.2	120.2478	23.46538	Feb-22	
Taixi	2.42	17.2	120.1993333	23.702175	Feb-22	
Chiayi	1.96	8.7	120.4412515	23.46477865	Feb-22	
Xinying	1.61	8	120.31725	23.305633	Feb-22	
Shanhua	1.14	4.5	120.2974053	23.11337642	Feb-22	
Annan	1.88	6	120.2175	23.048197	Feb-22	
Tainan	2	6.8	120.22085	22.99123	Feb-22	
Meinong	1.65	5.4	120.530542	22.883583	Feb-22	
Qiaotou	1.79	8.1	120.305689	22.757506	Feb-22	
Renwu	2.7	18	120.332631	22.689056	Feb-22	
Fengshan	1.89	41.4	120.357422	22.628126	Feb-22	
Daliao	2.03	6	120.425311	22.56413611	Feb-22	
Linyuan	1.37	5.6	120.41175	22.4795	Feb-22	
Nanzi	1.42	5.2	120.328289	22.733667	Feb-22	
Zuoying	1.52	5.2	120.292917	22.674861	Feb-22	
Qianjin	2.01	17.8	120.2867611	22.63390278	Feb-22	
Qianzhen	1.71	10.4	120.3083336	22.6044507	Feb-22	
Xiaogang	1.48	5.3	120.337736	22.565833	Feb-22	
Pingtung	2.25	18.5	120.488033	22.673081	Feb-22	
Chaozhou	1.73	9	120.561175	22.523108	Feb-22	
Hengchun	1.97	10.2	120.788928	21.958069	Feb-22	
Taitung	2.09	10.3	121.15045	22.755358	Feb-22	
Hualien	1.42	13.6	121.599769	23.971306	Feb-22	
Yangming	2.36	47.1	121.529583	25.182722	Feb-22	
Yilan	2.8	25.4	121.746394	24.747917	Feb-22	
Dongshan	2.06	8.4	121.792928	24.632203	Feb-22	
Sanchong	2.43	9.3	121.493806	25.072611	Feb-22	
Zhongli	1.77	11.6	121.221667	24.953278	Feb-22	
Zhushan	1.59	12.6	120.677306	23.756389	Feb-22	
Yonghe	0.95	3.3	121.516306	25.017	Feb-22	
Fuxing	2.02	8.2	120.312017	22.608711	Feb-22	
Puli	0.8	4.6	120.967903	23.968842	Feb-22	
Matsu	0.8	4.7	119.9314938	26.15188416	Feb-22	
Kinmen	0.71	3.5	118.312256	24.432133	Feb-22	
Magong	0.89	2	119.566158	23.569031	Feb-22	
Guanshan	1.36	3.6	121.161933	23.045083	Feb-22	
Mailiao	0.92	3.4	120.251825	23.753506	Feb-22	
FugueiCape	2.13	7.1	121.5365689	25.29681695	Feb-22	
Dacheng	1.37	5.9	120.2696417	23.85493056	Feb-22	
Keelung	1.02	6.1	121.760056	25.129167	Mar-22	
Xizhi	0.85	4.7	121.64081	25.06624	Mar-22	
Wanli	1.08	8.5	121.689881	25.179667	Mar-22	
Xindian	1.1	11.8	121.537778	24.977222	Mar-22	
Tucheng	1.45	10.6	121.451861	24.982528	Mar-22	
Banqiao	1.27	10.8	121.458667	25.012972	Mar-22	
Xinzhuang	0.91	8.4	121.4325	25.037972	Mar-22	
Cailiao	1.35	13.8	121.481028	25.06895	Mar-22	
Linkou	1.11	10.4	121.3654898	25.07798949	Mar-22	
Tamsui	1.24	6.2	121.449239	25.1645	Mar-22	
Shilin	1.54	11.9	121.5166636	25.10334003	Mar-22	
Zhongshan	0.81	8.3	121.526528	25.062361	Mar-22	
Wanhua	1.56	10.8	121.507972	25.046503	Mar-22	
Guting	0.87	6.7	121.529556	25.020608	Mar-22	
Songshan	1.05	7.1	121.578611	25.05	Mar-22	
Datong	1.22	10.9	121.5134207	25.06331455	Mar-22	
Taoyuan	0.86	10.4	121.3050053	24.9947107	Mar-22	
Dayuan	1.32	11.6	121.2025147	25.06100357	Mar-22	
Guanyin	0.74	2.9	121.0828309	25.03556747	Mar-22	
Pingzhen	0.48	3.1	121.203986	24.952786	Mar-22	
Longtan	1.97	8.5	121.2164577	24.86400048	Mar-22	
Hukou	2.78	23.5	121.0388689	24.90009696	Mar-22	
Zhudong	1.03	3.7	121.0889549	24.74091408	Mar-22	
Hsinchu	1.86	11.7	120.9723675	24.8056356	Mar-22	
Toufen	1.56	6.3	120.8986929	24.69690679	Mar-22	
Miaoli	1.42	6.9	120.8201147	24.56499183	Mar-22	
Sanyi	1.04	4	120.7595675	24.38248443	Mar-22	
Fengyuan	1.17	4.1	120.7425241	24.25699731	Mar-22	
Shalu	0.77	2.7	120.568794	24.225628	Mar-22	
Dali	1.39	11.7	120.6784444	24.09961111	Mar-22	
Zhongming	1.79	6.8	120.641092	24.151958	Mar-22	
Xitun	2.02	5.3	120.616917	24.162197	Mar-22	
Changhua	1.39	5.8	120.541519	24.066	Mar-22	
Xianxi	1.22	6.6	120.469061	24.131672	Mar-22	
Erlin	1.62	5	120.409653	23.925175	Mar-22	
Nantou	1.28	6.9	120.685306	23.913	Mar-22	
Douliu	1.67	8.7	120.544994	23.711853	Mar-22	
Lunbei	1.31	5.8	120.348742	23.757547	Mar-22	
Xingang	2.53	7.4	120.345531	23.554839	Mar-22	
Puzi	0.85	2.4	120.2478	23.46538	Mar-22	
Taixi	2.27	9.9	120.1993333	23.702175	Mar-22	
Chiayi	2.14	17.2	120.4412515	23.46477865	Mar-22	
Xinying	1.59	6.8	120.31725	23.305633	Mar-22	
Shanhua	1.21	6.5	120.2974053	23.11337642	Mar-22	
Annan	1.88	20.9	120.2175	23.048197	Mar-22	
Tainan	1.97	8.5	120.22085	22.99123	Mar-22	
Meinong	1.95	6.6	120.530542	22.883583	Mar-22	
Qiaotou	2.06	21.7	120.305689	22.757506	Mar-22	
Renwu	2.5	74.8	120.332631	22.689056	Mar-22	
Fengshan	1.73	14.5	120.357422	22.628126	Mar-22	
Daliao	2.13	31.5	120.425311	22.56413611	Mar-22	
Linyuan	1.27	3.9	120.41175	22.4795	Mar-22	
Nanzi	1.51	5.5	120.328289	22.733667	Mar-22	
Zuoying	1.32	4.7	120.292917	22.674861	Mar-22	
Qianjin	1.79	13.7	120.2867611	22.63390278	Mar-22	
Qianzhen	2.2	115.9	120.3083336	22.6044507	Mar-22	
Xiaogang	1.02	6	120.337736	22.565833	Mar-22	
Pingtung	2.31	10.4	120.488033	22.673081	Mar-22	
Chaozhou	1.77	14	120.561175	22.523108	Mar-22	
Hengchun	2.14	8.8	120.788928	21.958069	Mar-22	
Taitung	2.53	98.1	121.15045	22.755358	Mar-22	
Hualien	1.44	8.2	121.599769	23.971306	Mar-22	
Yangming	2.36	35.6	121.529583	25.182722	Mar-22	
Yilan	3.11	117.8	121.746394	24.747917	Mar-22	
Dongshan	2.05	15.2	121.792928	24.632203	Mar-22	
Sanchong	2.55	55.4	121.493806	25.072611	Mar-22	
Zhongli	1.63	10.4	121.221667	24.953278	Mar-22	
Zhushan	1.72	8	120.677306	23.756389	Mar-22	
Yonghe	0.9	1.8	121.516306	25.017	Mar-22	
Fuxing	1.36	11.5	120.312017	22.608711	Mar-22	
Puli	0.98	6.4	120.967903	23.968842	Mar-22	
Matsu	0.72	4.2	119.9314938	26.15188416	Mar-22	
Kinmen	0.68	6.4	118.312256	24.432133	Mar-22	
Magong	1.03	2.6	119.566158	23.569031	Mar-22	
Guanshan	1.16	4.8	121.161933	23.045083	Mar-22	
Mailiao	0.66	2.3	120.251825	23.753506	Mar-22	
FugueiCape	2.17	13.1	121.5365689	25.29681695	Mar-22	
Dacheng	1.28	16.7	120.2696417	23.85493056	Mar-22	
Keelung	0.79	6.9	121.760056	25.129167	Apr-22	
Xizhi	0.64	1.5	121.64081	25.06624	Apr-22	
Wanli	0.74	6	121.689881	25.179667	Apr-22	
Xindian	0.74	5.9	121.537778	24.977222	Apr-22	
Tucheng	1.14	5.2	121.451861	24.982528	Apr-22	
Banqiao	0.91	5.2	121.458667	25.012972	Apr-22	
Xinzhuang	0.54	2.5	121.4325	25.037972	Apr-22	
Cailiao	1.05	6	121.481028	25.06895	Apr-22	
Linkou	0.76	3.8	121.3654898	25.07798949	Apr-22	
Tamsui	0.68	3.7	121.449239	25.1645	Apr-22	
Shilin	0.91	8	121.5166636	25.10334003	Apr-22	
Zhongshan	0.61	2.5	121.526528	25.062361	Apr-22	
Wanhua	1.13	4.9	121.507972	25.046503	Apr-22	
Guting	0.61	3.3	121.529556	25.020608	Apr-22	
Songshan	0.76	3.3	121.578611	25.05	Apr-22	
Datong	0.81	5.1	121.5134207	25.06331455	Apr-22	
Taoyuan	0.56	7.3	121.3050053	24.9947107	Apr-22	
Dayuan	1.03	6.6	121.2025147	25.06100357	Apr-22	
Guanyin	0.61	2.4	121.0828309	25.03556747	Apr-22	
Pingzhen	0.14	1.4	121.203986	24.952786	Apr-22	
Longtan	1.63	7.8	121.2164577	24.86400048	Apr-22	
Hukou	2.3	22.7	121.0388689	24.90009696	Apr-22	
Zhudong	0.62	2.3	121.0889549	24.74091408	Apr-22	
Hsinchu	1.51	46.4	120.9723675	24.8056356	Apr-22	
Toufen	1.22	3.4	120.8986929	24.69690679	Apr-22	
Miaoli	1.04	6.2	120.8201147	24.56499183	Apr-22	
Sanyi	0.72	3.4	120.7595675	24.38248443	Apr-22	
Fengyuan	0.88	2.9	120.7425241	24.25699731	Apr-22	
Shalu	0.6	2	120.568794	24.225628	Apr-22	
Dali	1.07	3.8	120.6784444	24.09961111	Apr-22	
Zhongming	1.76	5.9	120.641092	24.151958	Apr-22	
Xitun	1.94	5.5	120.616917	24.162197	Apr-22	
Changhua	1.04	4.5	120.541519	24.066	Apr-22	
Xianxi	0.92	3.8	120.469061	24.131672	Apr-22	
Erlin	1.4	6.4	120.409653	23.925175	Apr-22	
Nantou	1.17	6.5	120.685306	23.913	Apr-22	
Douliu	1.27	9.7	120.544994	23.711853	Apr-22	
Lunbei	0.94	3.5	120.348742	23.757547	Apr-22	
Xingang	2.03	7.1	120.345531	23.554839	Apr-22	
Puzi	1.19	2.2	120.2478	23.46538	Apr-22	
Taixi	2.26	7.9	120.1993333	23.702175	Apr-22	
Chiayi	1.39	14.7	120.4412515	23.46477865	Apr-22	
Xinying	1.54	6.2	120.31725	23.305633	Apr-22	
Shanhua	1.31	5.4	120.2974053	23.11337642	Apr-22	
Annan	1.62	6	120.2175	23.048197	Apr-22	
Tainan	1.62	6.9	120.22085	22.99123	Apr-22	
Meinong	1.56	5.1	120.530542	22.883583	Apr-22	
Qiaotou	1.82	5.7	120.305689	22.757506	Apr-22	
Renwu	2.41	23.8	120.332631	22.689056	Apr-22	
Fengshan	1.51	11	120.357422	22.628126	Apr-22	
Daliao	1.2	4.5	120.425311	22.56413611	Apr-22	
Linyuan	1.2	4.5	120.41175	22.4795	Apr-22	
Nanzi	0.93	4.4	120.328289	22.733667	Apr-22	
Zuoying	1.04	5.3	120.292917	22.674861	Apr-22	
Qianjin	1.3	5	120.2867611	22.63390278	Apr-22	
Qianzhen	1.56	8.6	120.3083336	22.6044507	Apr-22	
Xiaogang	0.71	5.3	120.337736	22.565833	Apr-22	
Pingtung	2.3	25.7	120.488033	22.673081	Apr-22	
Chaozhou	1.47	6.8	120.561175	22.523108	Apr-22	
Hengchun	1.96	10	120.788928	21.958069	Apr-22	
Taitung	1.68	7.9	121.15045	22.755358	Apr-22	
Hualien	1.37	11.2	121.599769	23.971306	Apr-22	
Yangming	1.6	14	121.529583	25.182722	Apr-22	
Yilan	2.92	21.3	121.746394	24.747917	Apr-22	
Dongshan	1.49	10.5	121.792928	24.632203	Apr-22	
Sanchong	2.04	9.3	121.493806	25.072611	Apr-22	
Zhongli	1.62	26.6	121.221667	24.953278	Apr-22	
Zhushan	1.23	6	120.677306	23.756389	Apr-22	
Yonghe	0.88	2.5	121.516306	25.017	Apr-22	
Fuxing	1.05	8.9	120.312017	22.608711	Apr-22	
Puli	1.02	14.2	120.967903	23.968842	Apr-22	
Matsu	0.68	5.1	119.9314938	26.15188416	Apr-22	
Kinmen	0.77	3.2	118.312256	24.432133	Apr-22	
Magong	1.04	2.2	119.566158	23.569031	Apr-22	
Guanshan	0.96	2.8	121.161933	23.045083	Apr-22	
Mailiao	0.66	4	120.251825	23.753506	Apr-22	
FugueiCape	1.88	13	121.5365689	25.29681695	Apr-22	
Dacheng	0.97	18.6	120.2696417	23.85493056	Apr-22	
Keelung	1.26	6	121.760056	25.129167	May-22	
Xizhi	0.7	3.5	121.64081	25.06624	May-22	
Wanli	0.81	8.8	121.689881	25.179667	May-22	
Xindian	0.81	3.9	121.537778	24.977222	May-22	
Tucheng	1.27	7.1	121.451861	24.982528	May-22	
Banqiao	0.97	5.1	121.458667	25.012972	May-22	
Xinzhuang	0.66	5.1	121.4325	25.037972	May-22	
Cailiao	1.06	10.7	121.481028	25.06895	May-22	
Linkou	0.84	6.1	121.3654898	25.07798949	May-22	
Tamsui	1.09	4.7	121.449239	25.1645	May-22	
Shilin	1.34	13.7	121.5166636	25.10334003	May-22	
Zhongshan	0.64	4.7	121.526528	25.062361	May-22	
Wanhua	1.09	9.3	121.507972	25.046503	May-22	
Guting	0.82	3.9	121.529556	25.020608	May-22	
Songshan	0.67	6.6	121.578611	25.05	May-22	
Datong	1.33	8.9	121.5134207	25.06331455	May-22	
Taoyuan	0.69	5.8	121.3050053	24.9947107	May-22	
Dayuan	1.11	7	121.2025147	25.06100357	May-22	
Guanyin	0.57	3.2	121.0828309	25.03556747	May-22	
Pingzhen	0.43	2.7	121.203986	24.952786	May-22	
Longtan	0.96	5.7	121.2164577	24.86400048	May-22	
Hukou	1.94	12.7	121.0388689	24.90009696	May-22	
Zhudong	0.59	2	121.0889549	24.74091408	May-22	
Hsinchu	1.46	4.2	120.9723675	24.8056356	May-22	
Toufen	1.39	3.3	120.8986929	24.69690679	May-22	
Miaoli	1.08	3.1	120.8201147	24.56499183	May-22	
Sanyi	0.63	3.2	120.7595675	24.38248443	May-22	
Fengyuan	0.99	3.2	120.7425241	24.25699731	May-22	
Shalu	0.66	2.4	120.568794	24.225628	May-22	
Dali	1.2	3.6	120.6784444	24.09961111	May-22	
Zhongming	1.27	3.9	120.641092	24.151958	May-22	
Xitun	1.86	7.4	120.616917	24.162197	May-22	
Changhua	0.98	8.2	120.541519	24.066	May-22	
Xianxi	0.67	9.4	120.469061	24.131672	May-22	
Erlin	1.25	7.4	120.409653	23.925175	May-22	
Nantou	0.95	8.8	120.685306	23.913	May-22	
Douliu	1.3	11	120.544994	23.711853	May-22	
Lunbei	0.79	4.2	120.348742	23.757547	May-22	
Xingang	1.07	5.8	120.345531	23.554839	May-22	
Puzi	1.13	2.2	120.2478	23.46538	May-22	
Taixi	1.21	3.5	120.1993333	23.702175	May-22	
Chiayi	1.52	11.9	120.4412515	23.46477865	May-22	
Xinying	0.93	4.5	120.31725	23.305633	May-22	
Shanhua	1.35	7.9	120.2974053	23.11337642	May-22	
Annan	1.33	4.7	120.2175	23.048197	May-22	
Tainan	1.21	4.5	120.22085	22.99123	May-22	
Meinong	1.12	5.8	120.530542	22.883583	May-22	
Qiaotou	1.43	6.6	120.305689	22.757506	May-22	
Renwu	1.54	7.7	120.332631	22.689056	May-22	
Fengshan	1.47	32.6	120.357422	22.628126	May-22	
Daliao	1.71	5.1	120.425311	22.56413611	May-22	
Linyuan	1.06	4.3	120.41175	22.4795	May-22	
Nanzi	0.84	9.3	120.328289	22.733667	May-22	
Zuoying	0.77	4.2	120.292917	22.674861	May-22	
Qianjin	0.93	5.4	120.2867611	22.63390278	May-22	
Qianzhen	1.5	13.2	120.3083336	22.6044507	May-22	
Xiaogang	0.61	3.6	120.337736	22.565833	May-22	
Pingtung	1.78	23.2	120.488033	22.673081	May-22	
Chaozhou	1.27	7.4	120.561175	22.523108	May-22	
Hengchun	1.78	8.1	120.788928	21.958069	May-22	
Taitung	1.15	7.5	121.15045	22.755358	May-22	
Hualien	1.07	8.8	121.599769	23.971306	May-22	
Yangming	1.69	19.8	121.529583	25.182722	May-22	
Yilan	2.97	24.6	121.746394	24.747917	May-22	
Dongshan	1.32	8	121.792928	24.632203	May-22	
Sanchong	1.69	15.4	121.493806	25.072611	May-22	
Zhongli	0.88	5.5	121.221667	24.953278	May-22	
Zhushan	0.95	12.8	120.677306	23.756389	May-22	
Yonghe	0.8	1.7	121.516306	25.017	May-22	
Fuxing	1.19	6.3	120.312017	22.608711	May-22	
Puli	1.28	8.3	120.967903	23.968842	May-22	
Matsu	0.84	4.8	119.9314938	26.15188416	May-22	
Kinmen	0.67	9	118.312256	24.432133	May-22	
Magong	0.92	2.2	119.566158	23.569031	May-22	
Guanshan	0.69	2.7	121.161933	23.045083	May-22	
Mailiao	0.61	3.5	120.251825	23.753506	May-22	
FugueiCape	1.16	5.1	121.5365689	25.29681695	May-22	
Dacheng	0.71	2	120.2696417	23.85493056	May-22	
Keelung	1.43	8.1	121.760056	25.129167	Jun-22	
Xizhi	0.88	2.8	121.64081	25.06624	Jun-22	
Wanli	1.17	7	121.689881	25.179667	Jun-22	
Xindian	0.97	19.6	121.537778	24.977222	Jun-22	
Tucheng	1.51	6.5	121.451861	24.982528	Jun-22	
Banqiao	1.2	8.5	121.458667	25.012972	Jun-22	
Xinzhuang	0.88	7.8	121.4325	25.037972	Jun-22	
Cailiao	1.35	14.2	121.481028	25.06895	Jun-22	
Linkou	1.07	7.2	121.3654898	25.07798949	Jun-22	
Tamsui	1.11	10	121.449239	25.1645	Jun-22	
Shilin	1.58	16.1	121.5166636	25.10334003	Jun-22	
Zhongshan	0.53	5.5	121.526528	25.062361	Jun-22	
Wanhua	1.57	6.3	121.507972	25.046503	Jun-22	
Guting	0.86	6.6	121.529556	25.020608	Jun-22	
Songshan	0.81	8.2	121.578611	25.05	Jun-22	
Datong	2.21	22.9	121.5134207	25.06331455	Jun-22	
Taoyuan	0.98	9.4	121.3050053	24.9947107	Jun-22	
Dayuan	1.5	5.5	121.2025147	25.06100357	Jun-22	
Guanyin	0.97	3.1	121.0828309	25.03556747	Jun-22	
Pingzhen	0.59	5	121.203986	24.952786	Jun-22	
Longtan	0.87	14.7	121.2164577	24.86400048	Jun-22	
Hukou	1.43	11.4	121.0388689	24.90009696	Jun-22	
Zhudong	0.59	3.6	121.0889549	24.74091408	Jun-22	
